id,conversation_id,utterance_id,speaker,utterance,tokens,pos_tags,has_code_switch,spanish_percentage,generation_strategy,topic
857,77,0,Speaker A,"Okay everyone, dinner's ready! Come to the table.",Okay|everyone|dinner's|ready|Come|to|the|table,EN|EN|EN|EN|EN|EN|EN|EN,no,0.0,minimal_switch,family dinner
858,77,1,Speaker B,"Smells delicious, honey. What's on the menu tonight?",Smells|delicious|honey|What's|on|the|menu|tonight,EN|EN|EN|EN|EN|EN|EN|EN,no,0.0,minimal_switch,family dinner
859,77,2,Speaker A,"Something with chicken, I hope! I'm starving.",Something|with|chicken|I|hope|I'm|starving,EN|EN|EN|EN|EN|EN|EN,no,0.0,minimal_switch,family dinner
860,77,3,Speaker B,Me too! Did you remember to make a lot?,Me|too|Did|you|remember|to|make|a|lot,EN|EN|EN|EN|EN|EN|EN|EN|EN,no,0.0,minimal_switch,family dinner
861,77,4,Speaker A,"Chicken and rice, with a side of broccoli. And yes, I made plenty.",Chicken|and|rice|with|a|side|of|broccoli|And|yes|I|made|plenty,EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN,no,0.0,minimal_switch,family dinner
862,77,5,Speaker B,"Sounds perfect. Did you have a good day at school, kids?",Sounds|perfect|Did|you|have|a|good|day|at|school|kids,EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN,no,0.0,minimal_switch,family dinner
863,77,6,Speaker A,"It was okay. Just the usual. Except, I think I aced my history test!",It|was|okay|Just|the|usual|Except|I|think|I|aced|my|history|test,EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN,no,0.0,minimal_switch,family dinner
864,77,7,Speaker B,I had soccer practice. Coach said I'm improving.,I|had|soccer|practice|Coach|said|I'm|improving,EN|EN|EN|EN|EN|EN|EN|EN,no,0.0,minimal_switch,family dinner
865,77,8,Speaker A,"That's wonderful to hear, both of you! Provecho!",That's|wonderful|to|hear|both|of|you|Provecho,EN|EN|EN|EN|EN|EN|EN|ES,yes,12.5,minimal_switch,family dinner
866,77,9,Speaker B,"So, anything exciting happening this weekend? Maybe a movie night?",So|anything|exciting|happening|this|weekend|Maybe|a|movie|night,EN|EN|EN|EN|EN|EN|EN|EN|EN|EN,no,0.0,minimal_switch,family dinner
867,77,10,Speaker A,"Ooh, yes! Let's do a movie night! And maybe order pizza?",Ooh|yes|Let's|do|a|movie|night|And|maybe|order|pizza,EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN,no,0.0,minimal_switch,family dinner
868,77,11,Speaker A,We'll see. Let's finish our dinner first.,We'll|see|Let's|finish|our|dinner|first,EN|EN|EN|EN|EN|EN|EN,no,0.0,minimal_switch,family dinner
869,78,0,Speaker A,"Hey Maya, you ready to tackle that history project this weekend?",Hey|Maya|you|ready|to|tackle|that|history|project|this|weekend,EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN,no,0.0,minimal_switch,school project
870,78,1,Speaker B,"Hey Liam! Yeah, I think so. I was doing some preliminary research, and it looks pretty interesting.",Hey|Liam|Yeah|I|think|so|I|was|doing|some|preliminary|research|and|it|looks|pretty|interesting,EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN,no,0.0,minimal_switch,school project
871,78,2,Speaker A,Good! I was thinking we could focus on the impact of the printing press. What do you think?,Good|I|was|thinking|we|could|focus|on|the|impact|of|the|printing|press|What|do|you|think,EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN,no,0.0,minimal_switch,school project
872,78,3,Speaker B,"I like that! It's broad enough that we can find plenty of information, but specific enough to not get overwhelmed. Maybe we can meet Saturday morning?",I|like|that|It's|broad|enough|that|we|can|find|plenty|of|information|but|specific|enough|to|not|get|overwhelmed|Maybe|we|can|meet|Saturday|morning,EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN,no,0.0,minimal_switch,school project
873,78,4,Speaker A,"Perfect. I'll check out some books from the library tonight. Did you want to handle the intro, or should I?",Perfect|I'll|check|out|some|books|from|the|library|tonight|Did|you|want|to|handle|the|intro|or|should|I,EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN,no,0.0,minimal_switch,school project
874,78,5,Speaker B,I don't mind writing the introduction. I'll try to have a draft ready by Saturday so you can see it.,I|don't|mind|writing|the|introduction|I'll|try|to|have|a|draft|ready|by|Saturday|so|you|can|see|it,EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN,no,0.0,minimal_switch,school project
875,78,6,Speaker A,Sounds good. Vale. Then maybe you can focus on the social impact and I can handle the economic aspects?,Sounds|good|Vale.|Then|maybe|you|can|focus|on|the|social|impact|and|I|can|handle|the|economic|aspects,EN|EN|ES|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN,yes,5.3,minimal_switch,school project
876,78,7,Speaker B,"Yeah, that makes sense. Are we doing a presentation or a written report?",Yeah|that|makes|sense|Are|we|doing|a|presentation|or|a|written|report,EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN,no,0.0,minimal_switch,school project
877,78,8,Speaker A,The teacher said we could choose. I'm leaning towards a presentation – it might be more engaging.,The|teacher|said|we|could|choose|I'm|leaning|towards|a|presentation|it|might|be|more|engaging,EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN,no,0.0,minimal_switch,school project
878,78,9,Speaker B,I agree! It could be fun. Let's plan out the visuals on Saturday too.,I|agree|It|could|be|fun|Let's|plan|out|the|visuals|on|Saturday|too,EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN,no,0.0,minimal_switch,school project
879,78,10,Speaker A,Definitely. I'm actually kind of excited to get started now.,Definitely|I'm|actually|kind|of|excited|to|get|started|now,EN|EN|EN|EN|EN|EN|EN|EN|EN|EN,no,0.0,minimal_switch,school project
880,78,11,Speaker B,Me too! This could actually be a pretty cool project. See you Saturday!,Me|too|This|could|actually|be|a|pretty|cool|project|See|you|Saturday,EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN,no,0.0,minimal_switch,school project
881,79,0,Speaker A,"Hey Liam, you ready to tackle this history project? I've been doing some initial research.",Hey|Liam|you|ready|to|tackle|this|history|project|I've|been|doing|some|initial|research,EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN,no,0.0,minimal_switch,school project
882,79,1,Speaker B,"Yeah, I am. What did you find out about our topic? I was thinking of focusing on the social impact.",Yeah|I|am|What|did|you|find|out|about|our|topic|I|was|thinking|of|focusing|on|the|social|impact,EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN,no,0.0,minimal_switch,school project
883,79,2,Speaker A,That's a great idea! I was reading about the economic side of things. Maybe we can combine those?,That's|a|great|idea|I|was|reading|about|the|economic|side|of|things|Maybe|we|can|combine|those,EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN,no,0.0,minimal_switch,school project
884,79,3,Speaker B,"Definitely. So, what's the deadline again? Is it still next Friday?",Definitely|So|what's|the|deadline|again|Is|it|still|next|Friday,EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN,no,0.0,minimal_switch,school project
885,79,4,Speaker A,"Yep, next Friday. Which means we really need to get a move on. I was thinking we could meet up at the library on Wednesday?",Yep|next|Friday|Which|means|we|really|need|to|get|a|move|on|I|was|thinking|we|could|meet|up|at|the|library|on|Wednesday,EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN,no,0.0,minimal_switch,school project
886,79,5,Speaker B,"Wednesday works for me. Vale, let's plan to meet around 3 PM?",Wednesday|works|for|me|Vale|let's|plan|to|meet|around|3|PM,EN|EN|EN|EN|ES|EN|EN|EN|EN|EN|EN|EN,yes,8.3,minimal_switch,school project
887,79,6,Speaker A,Perfect! I'll bring my notes. Do you think we should do a presentation or a paper?,Perfect|I'll|bring|my|notes|Do|you|think|we|should|do|a|presentation|or|a|paper,EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN,no,0.0,minimal_switch,school project
888,79,7,Speaker B,"Hmm, a presentation might be more engaging. We could even include some visuals.",Hmm|a|presentation|might|be|more|engaging|We|could|even|include|some|visuals,EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN,no,0.0,minimal_switch,school project
889,79,8,Speaker A,I agree. Let's start gathering some images and maybe a short video clip.,I|agree|Let's|start|gathering|some|images|and|maybe|a|short|video|clip,EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN,no,0.0,minimal_switch,school project
890,79,9,Speaker B,Sounds like a plan. I'm actually feeling pretty good about this project now.,Sounds|like|a|plan|I'm|actually|feeling|pretty|good|about|this|project|now,EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN,no,0.0,minimal_switch,school project
891,79,10,Speaker A,"Me too! Teamwork makes the dream work, right?",Me|too|Teamwork|makes|the|dream|work|right,EN|EN|EN|EN|EN|EN|EN|EN,no,0.0,minimal_switch,school project
892,80,0,Speaker A,Hey! Ready to cook? I was thinking we could make something fun. Maybe paella? Or algo a little easier?,Hey|Ready|to|cook|I|was|thinking|we|could|make|something|fun|Maybe|paella|Or|algo|a|little|easier,EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|ES|EN|ES|ES|EN|EN,yes,15.8,free_generation,cooking together
893,80,1,Speaker B,"¡Hola! Paella sounds amazing, but es mucho trabajo, right? Maybe something simpler tonight? Like tacos? Me encantan los tacos.",¡Hola!|Paella|sounds|amazing|but|es|mucho|trabajo|right|Maybe|something|simpler|tonight|Like|tacos|Me|encantan|los|tacos.,ES|EN|EN|EN|EN|ES|ES|ES|EN|EN|EN|EN|EN|EN|ES|ES|ES|ES|ES,yes,47.4,free_generation,cooking together
894,80,2,Speaker A,"Tacos are good! Sí, sí. Do we have everything we need? I know we're out of pimientos.","Tacos|are|good|Sí,|sí|Do|we|have|everything|we|need|I|know|we're|out|of|pimientos",EN|EN|EN|ES|ES|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|ES,yes,17.6,free_generation,cooking together
895,80,3,Speaker B,"I think so. I checked la nevera earlier. We definitely have cebolla and aguacate. But yeah, los pimientos are missing. I can run to the store luego.",I|think|so|I|checked|la|nevera|earlier|We|definitely|have|cebolla|and|aguacate|But|yeah|los|pimientos|are|missing|I|can|run|to|the|store|luego,EN|EN|EN|EN|EN|ES|ES|EN|EN|EN|EN|ES|EN|ES|EN|EN|ES|ES|EN|EN|EN|EN|EN|ES|EN|EN|ES,yes,29.6,free_generation,cooking together
896,80,4,Speaker A,Perfect! I can start prepping the meat. ¿Qué tipo de carne should we use? Chicken? Beef? O algo vegetariano?,Perfect|I|can|start|prepping|the|meat|¿Qué|tipo|de|carne|should|we|use|Chicken|Beef|O|algo|vegetariano,EN|EN|EN|EN|EN|EN|EN|ES|ES|ES|ES|EN|EN|EN|EN|EN|ES|ES|ES,yes,36.8,free_generation,cooking together
897,80,5,Speaker B,Let's do chicken! Me gusta más el pollo. And can you marinate it con un poco de lime juice and chili powder? ¡Eso le da mucho sabor!,Let's|do|chicken|Me|gusta|más|el|pollo.|And|can|you|marinate|it|con|un|poco|de|lime|juice|and|chili|powder|¡Eso|le|da|mucho|sabor!,EN|EN|EN|ES|ES|ES|ES|ES|EN|EN|EN|EN|EN|ES|ES|ES|ES|EN|EN|EN|EN|ES|ES|ES|ES|ES|ES,yes,55.6,free_generation,cooking together
898,80,6,Speaker A,¡Claro que sí! Lime and chili powder it is! ¿Necesitas algo más from the store besides the pimientos?,¡Claro|que|sí!|Lime|and|chili|powder|it|is|¿Necesitas|algo|más|from|the|store|besides|the|pimientos,ES|ES|ES|EN|EN|EN|EN|ES|EN|ES|ES|ES|EN|EN|EN|EN|EN|ES,yes,44.4,free_generation,cooking together
899,80,7,Speaker B,Mmm... creo que no. Just the pimientos. ¡Gracias! I'll go en un rato.,Mmm...|creo|que|no.|Just|the|pimientos|¡Gracias!|I'll|go|en|un|rato,ES|ES|ES|ES|EN|EN|ES|ES|EN|EN|ES|ES|ES,yes,69.2,free_generation,cooking together
900,80,8,Speaker A,Awesome! I'll get the chicken marinating then. ¡Manos a la obra! This is going to be muy delicioso.,Awesome|I'll|get|the|chicken|marinating|then|¡Manos|a|la|obra!|This|is|going|to|be|muy|delicioso,EN|EN|EN|EN|EN|ES|EN|ES|ES|ES|ES|EN|EN|EN|EN|EN|ES|ES,yes,38.9,free_generation,cooking together
901,80,9,Speaker B,"¡Sí! I'm already excited. Y después de cenar, we can watch a movie, ¿qué te parece?",¡Sí!|I'm|already|excited|Y|después|de|cenar|we|can|watch|a|movie|¿qué|te|parece,ES|EN|EN|ES|ES|ES|ES|ES|EN|EN|EN|ES|EN|ES|ES|ES,yes,62.5,free_generation,cooking together
902,80,10,Speaker A,"Sounds like a plan! Me parece genial! First, ¡a cocinar!",Sounds|like|a|plan|Me|parece|genial!|First|¡a|cocinar!,EN|EN|ES|EN|ES|ES|ES|EN|ES|ES,yes,60.0,free_generation,cooking together
903,81,0,Speaker A,Hey! ¿Qué tal? I was thinking about grabbing some dinner tonight. Any preferences? Maybe something sabroso?,Hey|¿Qué|tal?|I|was|thinking|about|grabbing|some|dinner|tonight|Any|preferences|Maybe|something|sabroso,EN|ES|ES|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|ES,yes,18.8,free_generation,restaurant visit
904,81,1,Speaker B,"¡Hola! I'm doing well, thanks! And dinner sounds great. I'm craving something with mucho sabor. Maybe that new Mexican place, ¿El Fuego?",¡Hola!|I'm|doing|well|thanks|And|dinner|sounds|great|I'm|craving|something|with|mucho|sabor|Maybe|that|new|Mexican|place|¿El|Fuego?,ES|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|ES|ES|EN|EN|EN|EN|EN|ES|ES,yes,22.7,free_generation,restaurant visit
905,81,2,Speaker A,El Fuego? I haven't heard of it! Is it good? ¿Es caro? I'm trying to be un poco ahorrativo this week.,El|Fuego?|I|haven't|heard|of|it|Is|it|good|¿Es|caro?|I'm|trying|to|be|un|poco|ahorrativo|this|week,ES|ES|EN|EN|EN|EN|EN|EN|EN|EN|ES|ES|EN|EN|EN|EN|ES|ES|ES|EN|EN,yes,33.3,free_generation,restaurant visit
906,81,3,Speaker B,"I heard it's amazing! Not too expensive, I think. They have great tacos and enchiladas. ¡Vamos a probar!",I|heard|it's|amazing|Not|too|expensive|I|think|They|have|great|tacos|and|enchiladas|¡Vamos|a|probar!,EN|ES|EN|ES|EN|EN|EN|EN|EN|EN|ES|ES|ES|ES|ES|ES|ES|ES,yes,55.6,free_generation,restaurant visit
907,81,4,Speaker A,"Okay, you convinced me! Tacos sound amazing. ¿A qué hora should we meet? And ¿necesitas a ride?",Okay|you|convinced|me|Tacos|sound|amazing|¿A|qué|hora|should|we|meet|And|¿necesitas|a|ride,EN|EN|EN|EN|EN|EN|EN|ES|ES|ES|EN|EN|EN|EN|ES|ES|EN,yes,29.4,free_generation,restaurant visit
908,81,5,Speaker B,"How about 7:30? And gracias, but I think I'll drive. ¡Nos vemos allá! I'm really excited.",How|about|7:30|And|gracias|but|I|think|I'll|drive|¡Nos|vemos|allá!|I'm|really|excited,EN|EN|EN|EN|ES|EN|EN|EN|EN|EN|ES|ES|ES|EN|EN|EN,yes,25.0,free_generation,restaurant visit
909,81,6,Speaker A,Sounds perfect! ¡Qué bueno! I'm looking forward to una cena deliciosa. See you then!,Sounds|perfect|¡Qué|bueno!|I'm|looking|forward|to|una|cena|deliciosa|See|you|then,EN|EN|ES|ES|EN|EN|EN|EN|ES|ES|ES|EN|EN|EN,yes,35.7,free_generation,restaurant visit
910,81,7,Speaker B,¡Sí! Just a reminder to check la dirección before you go. It can be a little tricky to find.,¡Sí!|Just|a|reminder|to|check|la|dirección|before|you|go|It|can|be|a|little|tricky|to|find,ES|EN|ES|EN|EN|EN|ES|ES|EN|EN|EN|EN|EN|EN|ES|EN|EN|EN|EN,yes,26.3,free_generation,restaurant visit
911,81,8,Speaker A,Thanks for the heads up! I'll definitely use my GPS. ¡Hasta luego! I'll see you at El Fuego.,Thanks|for|the|heads|up|I'll|definitely|use|my|GPS|¡Hasta|luego!|I'll|see|you|at|El|Fuego,EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|ES|ES|EN|EN|EN|EN|ES|ES,yes,22.2,free_generation,restaurant visit
912,81,9,Speaker B,¡Perfecto! ¡Que tengas una buena tarde! I will see you soon.,¡Perfecto!|¡Que|tengas|una|buena|tarde!|I|will|see|you|soon,ES|ES|ES|ES|ES|ES|EN|EN|EN|EN|EN,yes,54.5,free_generation,restaurant visit
913,82,0,Speaker A,"Hey! I was thinking we could cook together tonight, esta noche. How does that sound? I was thinking maybe we could make some tacos!",Hey|I|was|thinking|we|could|cook|together|tonight|esta|noche|How|does|that|sound|I|was|thinking|maybe|we|could|make|some|tacos,EN|EN|EN|EN|EN|EN|EN|EN|EN|ES|ES|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|ES,yes,12.5,back_translation,cooking together
914,82,1,Speaker B,"¡Sí! That sounds amazing! I'm always up for tacos. Do we have all the ingredients, ingredientes, or do we need to go to la tienda, the store?",¡Sí!|That|sounds|amazing|I'm|always|up|for|tacos|Do|we|have|all|the|ingredients|ingredientes|or|do|we|need|to|go|to|la|tienda|the|store,ES|EN|EN|EN|EN|EN|EN|EN|ES|EN|EN|EN|EN|EN|EN|ES|EN|EN|EN|EN|EN|EN|EN|ES|ES|EN|EN,yes,18.5,back_translation,cooking together
915,82,2,Speaker A,"I think we need to go. I definitely need cebolla, onion, and maybe some fresh cilantro, cilantro. And aguacate, avocado, of course!",I|think|we|need|to|go|I|definitely|need|cebolla|onion|and|maybe|some|fresh|cilantro|cilantro|And|aguacate|avocado|of|course,EN|EN|EN|EN|EN|EN|EN|EN|EN|ES|EN|EN|EN|EN|EN|ES|ES|EN|ES|EN|EN|EN,yes,18.2,back_translation,cooking together
916,82,3,Speaker B,"Okay, I can run to the store, la tienda. What about meat, carne? Do we have any? ¿Tenemos?",Okay|I|can|run|to|the|store|la|tienda|What|about|meat|carne|Do|we|have|any|¿Tenemos?,EN|EN|EN|EN|EN|EN|EN|ES|ES|EN|EN|EN|ES|EN|EN|EN|EN|ES,yes,22.2,back_translation,cooking together
917,82,4,Speaker A,"Good point! We're out of carne, meat. Let's get some ground beef, carne molida. Also, grab some limones, limes, for the tacos.",Good|point|We're|out|of|carne|meat|Let's|get|some|ground|beef|carne|molida|Also|grab|some|limones|limes|for|the|tacos,EN|EN|EN|EN|EN|ES|EN|EN|EN|EN|EN|EN|ES|ES|EN|EN|EN|ES|EN|EN|EN|ES,yes,22.7,back_translation,cooking together
918,82,5,Speaker B,"Perfect! Carne molida and limones it is. Anything else for our cena, dinner? Maybe some frijoles, beans, on the side?",Perfect|Carne|molida|and|limones|it|is|Anything|else|for|our|cena|dinner|Maybe|some|frijoles|beans|on|the|side,EN|ES|ES|EN|ES|EN|EN|EN|EN|EN|EN|ES|EN|EN|EN|ES|EN|ES|EN|EN,yes,30.0,back_translation,cooking together
919,82,6,Speaker A,"¡Sí, por favor! Yes, please! Frijoles would be great. We can make a quick ensalada, salad, too, with some tomates, tomatoes, and lettuce.","¡Sí,|por|favor!|Yes|please|Frijoles|would|be|great|We|can|make|a|quick|ensalada|salad|too|with|some|tomates|tomatoes|and|lettuce",ES|ES|ES|EN|EN|ES|EN|EN|EN|EN|EN|EN|ES|EN|ES|ES|EN|EN|EN|ES|EN|EN|EN,yes,34.8,back_translation,cooking together
920,82,7,Speaker B,"¡Vale! Okay! I'm yendo, going, to the store now. I'll be back pronto, soon!",¡Vale!|Okay|I'm|yendo|going|to|the|store|now|I'll|be|back|pronto|soon,ES|EN|EN|ES|EN|ES|EN|EN|EN|EN|EN|EN|ES|EN,yes,28.6,back_translation,cooking together
921,82,8,Speaker A,"Great! I'll get the sartenes, pans, ready and start chopping some verduras, vegetables, while you're gone. Gracias, thanks!",Great|I'll|get|the|sartenes|pans|ready|and|start|chopping|some|verduras|vegetables|while|you're|gone|Gracias|thanks,EN|EN|EN|EN|ES|EN|EN|EN|EN|EN|EN|ES|EN|EN|EN|EN|ES|EN,yes,16.7,back_translation,cooking together
922,82,9,Speaker B,"De nada, you're welcome! I'll see you en un rato, in a little while! I can't wait for these tacos!",De|nada|you're|welcome|I'll|see|you|en|un|rato|in|a|little|while|I|can't|wait|for|these|tacos,ES|ES|EN|EN|EN|EN|EN|ES|ES|ES|EN|ES|EN|EN|EN|EN|EN|EN|EN|ES,yes,35.0,back_translation,cooking together
923,82,10,Speaker A,"Me neither! It's going to be a delicious comida, meal! Let's remember the salsa picante, hot sauce!",Me|neither|It's|going|to|be|a|delicious|comida|meal|Let's|remember|the|salsa|picante|hot|sauce,EN|EN|EN|EN|EN|EN|ES|EN|ES|EN|EN|EN|EN|ES|ES|EN|EN,yes,23.5,back_translation,cooking together
924,82,11,Speaker B,"Of course! I wouldn't forget the salsa picante! It's essential, esencial! See you soon!",Of|course|I|wouldn't|forget|the|salsa|picante|It's|essential|esencial|See|you|soon,EN|EN|EN|EN|EN|EN|ES|ES|EN|EN|ES|EN|EN|EN,yes,21.4,back_translation,cooking together
925,83,0,Speaker A,"¡Ay, María! Últimamente me siento fatal. No sé qué me pasa.",Ay|María|Últimamente|me|siento|fatal|No|sé|qué|me|pasa,ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES,no,100.0,monolingual_spanish,health concerns
926,83,1,Speaker B,"¿En serio, Ana? ¿Qué te ocurre? Te veo un poco pálida.",En|serio|Ana|Qué|te|ocurre|Te|veo|un|poco|pálida,ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES,no,100.0,monolingual_spanish,health concerns
927,83,2,Speaker A,"Pues estoy teniendo muchos problemas para dormir. Me acuesto rendida, pero me despierto a las tres de la mañana y ya no puedo volver a conciliar el sueño.",Pues|estoy|teniendo|muchos|problemas|para|dormir|Me|acuesto|rendida|pero|me|despierto|a|las|tres|de|la|mañana|y|ya|no|puedo|volver|a|conciliar|el|sueño,ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES,no,100.0,monolingual_spanish,health concerns
928,83,3,Speaker B,¡Qué horror! La falta de sueño te puede afectar muchísimo. ¿Y algo más?,Qué|horror|La|falta|de|sueño|te|puede|afectar|muchísimo|Y|algo|más,ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES,no,100.0,monolingual_spanish,health concerns
929,83,4,Speaker A,"Sí, también me duelen mucho las articulaciones, sobre todo las rodillas. Subir las escaleras se ha convertido en una tortura.",Sí|también|me|duelen|mucho|las|articulaciones|sobre|todo|las|rodillas|Subir|las|escaleras|se|ha|convertido|en|una|tortura,ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES,no,100.0,monolingual_spanish,health concerns
930,83,5,Speaker B,"Uf, suena a que podría ser algo más que simple cansancio. ¿Has pensado en ir al médico?",Uf|suena|a|que|podría|ser|algo|más|que|simple|cansancio|Has|pensado|en|ir|al|médico,ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES,no,100.0,monolingual_spanish,health concerns
931,83,6,Speaker A,"Sí, tengo cita la semana que viene. Estoy un poco preocupada, la verdad. Mi abuela tenía artritis y me da miedo que sea eso.",Sí|tengo|cita|la|semana|que|viene|Estoy|un|poco|preocupada|la|verdad|Mi|abuela|tenía|artritis|y|me|da|miedo|que|sea|eso,ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES,no,100.0,monolingual_spanish,health concerns
932,83,7,Speaker B,No te adelantes a los acontecimientos. Igual es solo un poco de inflamación. Lo importante es que te vea un profesional y te haga las pruebas necesarias.,No|te|adelantes|a|los|acontecimientos|Igual|es|solo|un|poco|de|inflamación|Lo|importante|es|que|te|vea|un|profesional|y|te|haga|las|pruebas|necesarias,ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES,no,100.0,monolingual_spanish,health concerns
933,83,8,Speaker A,"Tienes razón. Intento no pensar mucho en ello, pero es difícil. Además, he notado que me canso mucho más de lo normal.",Tienes|razón|Intento|no|pensar|mucho|en|ello|pero|es|difícil|Además|he|notado|que|me|canso|mucho|más|de|lo|normal,ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES,no,100.0,monolingual_spanish,health concerns
934,83,9,Speaker B,"¡Con razón! Con el dolor y la falta de sueño, es normal que te sientas agotada. Descansa lo que puedas y espera a la consulta. Seguro que te dan una solución.",Con|razón|Con|el|dolor|y|la|falta|de|sueño|es|normal|que|te|sientas|agotada|Descansa|lo|que|puedas|y|espera|a|la|consulta|Seguro|que|te|dan|una|solución,ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES,no,100.0,monolingual_spanish,health concerns
935,83,10,Speaker A,"Gracias, María. Me tranquiliza hablar contigo. A veces necesito que alguien me diga que no me estoy volviendo loca.",Gracias|María|Me|tranquiliza|hablar|contigo|A|veces|necesito|que|alguien|me|diga|que|no|me|estoy|volviendo|loca,ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES,no,100.0,monolingual_spanish,health concerns
936,83,11,Speaker B,"¡Para eso estamos las amigas! Y recuerda, la salud es lo primero. ¡Cuídate mucho!",Para|eso|estamos|las|amigas|Y|recuerda|la|salud|es|lo|primero|Cuídate|mucho,ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES|ES,no,100.0,monolingual_spanish,health concerns
937,84,0,Speaker A,"Hey Liam, did you remember we have that big history project due next week? The one about the Industrial Revolution?",Hey|Liam|did|you|remember|we|have|that|big|history|project|due|next|week|The|one|about|the|Industrial|Revolution,EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN,no,0.0,monolingual_english,school project
938,84,1,Speaker B,"Oh man, you're right! I completely forgot. I've been swamped with other stuff. Have you even started on it yet?",Oh|man|you're|right|I|completely|forgot|I've|been|swamped|with|other|stuff|Have|you|even|started|on|it|yet,EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN,no,0.0,monolingual_english,school project
939,84,2,Speaker A,"Just a little bit. I've done some preliminary research and found a few good sources, but that's about it. I was thinking maybe we could focus on the textile industry and its impact on child labor.",Just|a|little|bit|I've|done|some|preliminary|research|and|found|a|few|good|sources|but|that's|about|it|I|was|thinking|maybe|we|could|focus|on|the|textile|industry|and|its|impact|on|child|labor,EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN|EN,no,0.0,monolingual_english,school project
